datetime,outdoor_temperature_deg_celsius,relative_humidity_per_cent,wind_speed_m_per_s,diffuse_horizontal_radiation_Wh_per_m2,direct_normal_radiation_Wh_per_m2,ZONE+00_+00_+00:Zone Operative Temperature [C](Hourly),heating_J,cooling_J,heating_kWh,cooling_kWh,internal_gains_kWh,infiltration_energy_kWh,ventilation_energy_kWh,inside_conduction_energy_kWh,windows_energy_constant_temperature_kWh
2020-01-01 10:00:00,6.58,83.0,2.83,61.05,64.66,19.001294365178044,52326325.37494505,0.0,14.535090381929182,0.0,0.0,-2.78022649015856,-16.042864606028544,-9.164012092786178,13.452012807044104
2020-01-01 11:00:00,7.23,81.0,3.17,52.9,0.0,18.999698402687127,54852745.49025795,0.0,15.236873747293874,0.0,0.0,-2.659440518711097,-15.26523208681103,-8.711514070488803,11.399312928717055
2020-01-01 12:00:00,7.61,85.0,3.1,36.2,0.0,18.999607197921645,49589100.47757256,0.0,13.774750132659044,0.0,0.0,-2.4971145262706105,-8.241033313820623,-8.486935803783314,5.450333511215504
2020-01-01 13:00:00,8.0,87.0,3.86,27.35,0.0,18.999636390636716,49329351.34328871,0.0,13.702597595357975,0.0,0.0,-2.4174389684287303,-8.000644576622678,-8.427997786601306,5.143483736294737
2020-01-01 14:00:00,8.3,93.0,3.72,12.0,0.0,18.999131230058097,55045259.01284448,0.0,15.290349725790133,0.0,0.0,-2.332898832747868,-15.63651559226865,-8.257836174302533,10.936900873528916
2020-01-01 15:00:00,8.47,96.0,3.52,3.5,0.0,18.99909692776136,55048249.26492974,0.0,15.291180351369373,0.0,0.0,-2.371061161388332,-15.447505537398248,-8.207891939201186,10.735278286618392
2020-01-01 16:00:00,8.49,97.0,3.72,0.0,0.0,18.99910168657165,55322794.9987169,0.0,15.36744305519914,0.0,0.0,-2.43180213688459,-15.451122498325859,-8.23235038654417,10.74783196655548
2020-01-01 17:00:00,8.13,84.0,3.86,0.0,0.0,18.9989540707969,56307619.02226118,0.0,15.641005283961439,0.0,0.0,-2.75966692878953,-15.939922173391645,-8.284232260002515,11.342816078222251
2020-01-01 18:00:00,7.61,82.0,3.86,0.0,0.0,18.999398131793207,51715597.61921538,0.0,14.365443783115383,0.0,0.0,-2.758729472952057,-8.308332312813988,-8.335533524395508,5.037151527046168
2020-01-01 19:00:00,6.88,82.0,3.66,0.0,0.0,18.999550197918825,47877852.48407943,0.0,13.299403467799841,0.0,0.0,-2.9259905556451145,-1.3174498249439794,-8.384923388369575,-0.671039698841172
2020-01-01 20:00:00,6.5,81.0,3.79,0.0,0.0,18.245458685271043,0.0,0.0,0.0,0.0,0.0,-2.7661922805726187,0.0,-8.470693203546015,11.236885484118634
2020-01-01 21:00:00,6.22,79.0,3.86,0.0,0.0,17.777015230065025,0.0,0.0,0.0,0.0,0.0,-2.7096860899180957,0.0,-0.510736668556552,3.2204227584746477
2020-01-01 22:00:00,5.95,82.0,3.72,0.0,0.0,17.452779514194184,0.0,0.0,0.0,0.0,0.0,-2.5774015820389,0.0,0.7918228234001115,1.7855787586387883
2020-01-01 23:00:00,5.65,79.0,3.52,0.0,0.0,16.946185492003146,0.0,0.0,0.0,0.0,0.0,-2.4997556462863146,0.0,1.5194053000009227,0.980350346285392
2020-01-02 00:00:00,5.6,78.0,3.45,0.0,0.0,16.66806240432004,0.0,0.0,0.0,0.0,0.0,-2.366315626095792,0.0,3.1393585859919257,-0.7730429598961339
2020-01-02 01:00:00,5.38,74.0,3.59,0.0,0.0,16.500332332642287,0.0,0.0,0.0,0.0,0.0,-2.418551505718727,0.0,3.827916886262135,-1.409365380543408
2020-01-02 02:00:00,5.16,78.0,3.59,0.0,0.0,16.37747826720728,0.0,0.0,0.0,0.0,0.0,-2.2938378773016224,0.0,3.9437856224718475,-1.6499477451702251
2020-01-02 03:00:00,5.08,72.0,3.52,0.0,0.0,16.272215689868435,0.0,0.0,0.0,0.0,0.0,-2.3927574379798884,0.0,4.135219915883025,-1.7424624779031364
2020-01-02 04:00:00,5.11,75.0,3.38,0.0,0.0,16.180062974747663,0.0,0.0,0.0,0.0,0.0,-2.2328740852238482,0.0,4.238766519999432,-2.0058924347755838
2020-01-02 05:00:00,5.06,73.0,3.24,0.0,0.0,16.09572436757012,0.0,0.0,0.0,0.0,0.0,-2.2512554405579737,0.0,4.291034616916816,-2.0397791763588424
2020-01-02 06:00:00,4.99,77.0,3.1,0.0,0.0,16.015171154777804,0.0,0.0,0.0,0.0,0.0,-2.143458583355773,0.0,4.307875154800092,-2.164416571444319
2020-01-02 07:00:00,4.47,80.0,2.97,0.0,0.0,19.426377033452543,169297570.0073407,0.0,47.02710277981686,0.0,0.0,-3.6950843320904414,-0.6077209776771321,4.3473226008764145,-47.0716200709257
2020-01-02 08:00:00,4.34,80.0,2.76,0.0,0.0,19.0067027645525,83739679.66137032,0.0,23.261022128158423,0.0,0.0,-3.524549329284507,-11.147939577195205,-16.297247409069932,7.708714187391223
2020-01-02 09:00:00,4.65,75.0,2.62,62.9,202.4,19.00462582787961,128223831.3519567,0.0,35.61773093109908,0.0,0.0,-3.4799765485117202,-19.271208926127056,-15.730845601108152,2.864300144647842
2020-01-02 10:00:00,5.51,78.0,2.9,81.65,276.55,19.004116766517225,75452756.18737492,0.0,20.959098940937476,0.0,0.0,-3.14385490212837,-18.17569460220339,-16.260891431446552,16.621341994840837
2020-01-02 11:00:00,6.45,75.0,2.76,92.1,320.44,19.004494692973356,74781204.54894513,0.0,20.772556819151426,0.0,0.0,-2.97138775890745,-17.00614909922702,-17.55805875914124,16.763038798124285
2020-01-02 12:00:00,6.8,70.0,3.52,76.95,340.78,19.002121184822837,67224686.93574646,0.0,18.673524148818462,0.0,0.0,-2.988215665256915,-9.174597218213659,-18.297541958071065,11.786830692723175
2020-01-02 13:00:00,6.99,73.0,3.93,64.75,247.96,19.001028047199277,66428379.86066564,0.0,18.45232773907379,0.0,0.0,-2.834110342457917,-9.009018955655188,-17.575371081347583,10.966172640386898
2020-01-02 14:00:00,6.82,80.0,3.31,47.8,295.2,19.002849198230457,70840257.0417667,0.0,19.677849178268527,0.0,0.0,-2.8059114285962945,-18.19606781339729,-18.05119964241747,19.375329706142526
2020-01-02 15:00:00,6.14,73.0,2.69,10.9,0.0,18.99458663307003,78240350.23075826,0.0,21.733430619655074,0.0,0.0,-3.20500904222841,-19.022945391293185,-12.180510589980464,12.675034403846986
2020-01-02 16:00:00,4.91,79.0,2.34,0.0,0.0,18.99819438593491,77931685.96985202,0.0,21.647690547181114,0.0,0.0,-3.3769619010028316,-20.712378875328643,-12.314466675860226,14.756116905010586
2020-01-02 17:00:00,3.99,79.0,2.34,0.0,0.0,18.99919014871816,80931944.39378549,0.0,22.481095664940415,0.0,0.0,-3.6003076878759632,-21.92560708917016,-12.354496171590224,15.399315283695937
2020-01-02 18:00:00,3.27,80.0,2.34,0.0,0.0,18.999636092098854,74239140.717113,0.0,20.621983532531388,0.0,0.0,-3.755248215297914,-11.429971327511177,-12.356152469523632,6.919388479801334
2020-01-02 19:00:00,2.9,81.0,2.28,0.0,0.0,18.999679560591176,67840018.64016742,0.0,18.844449622268726,0.0,0.0,-3.839772851669581,-1.7508283050948936,-12.398718144826272,-0.8551303206779792
